Stock Name,Stock Symbol,Market
RF시스템즈,474610,KOSDAQ
웰크론,065950,KOSDAQ
케어랩스,263700,KOSDAQ
경창산업,024910,KOSDAQ
대원,007680,KOSDAQ
디에이피,066900,KOSDAQ
더블유에스아이,299170,KOSDAQ
위세아이텍,065370,KOSDAQ
웨이버스,336060,KOSDAQ
아이디피,332370,KOSDAQ
지니너스,389030,KOSDAQ
나무기술,242040,KOSDAQ
에코바이오,038870,KOSDAQ
아스플로,159010,KOSDAQ
KH 건설,226360,KOSDAQ
아이빔테크놀로지,460470,KOSDAQ
산돌,419120,KOSDAQ
제일바이오,052670,KOSDAQ
아스타,246720,KOSDAQ
대륙제관,004780,KOSDAQ
디지틀조선,033130,KOSDAQ
포시에스,189690,KOSDAQ
이렘,009730,KOSDAQ
링크제니시스,219420,KOSDAQ
에이테크솔루션,071670,KOSDAQ
바이젠셀,308080,KOSDAQ
티사이언티픽,057680,KOSDAQ
제너셈,217190,KOSDAQ
셀로맥스사이언스,471820,KOSDAQ
이글루,067920,KOSDAQ
닷밀,464580,KOSDAQ
윈팩,097800,KOSDAQ
코디,080530,KOSDAQ
디알젬,263690,KOSDAQ
옴니시스템,057540,KOSDAQ
블루콤,033560,KOSDAQ
인스웨이브,450520,KOSDAQ
팬엔터테인먼트,068050,KOSDAQ
제이투케이바이오,420570,KOSDAQ
메이슨캐피탈,021880,KOSDAQ
티이엠씨씨엔에스,241790,KOSDAQ
대림제지,017650,KOSDAQ
디티씨,066670,KOSDAQ
씨엔알리서치,359090,KOSDAQ
스코넥,276040,KOSDAQ
CNT85,056730,KOSDAQ
와이오엠,066430,KOSDAQ
에너토크,019990,KOSDAQ
인지디스플레,037330,KOSDAQ
시그네틱스,033170,KOSDAQ
옵트론텍,082210,KOSDAQ
DGI,099520,KOSDAQ
파수,150900,KOSDAQ
가온그룹,078890,KOSDAQ
오픈놀,440320,KOSDAQ
한국팩키지,037230,KOSDAQ
이글벳,044960,KOSDAQ
버넥트,438700,KOSDAQ
EDGC,245620,KOSDAQ
삼천리자전거,024950,KOSDAQ
오비고,352910,KOSDAQ
HB인베스트먼트,440290,KOSDAQ
넥스트아이,137940,KOSDAQ
성우전자,081580,KOSDAQ
대유,290380,KOSDAQ
피엔에이치테크,239890,KOSDAQ
태양,053620,KOSDAQ
에프엔씨엔터,173940,KOSDAQ
아이티센엔텍,010280,KOSDAQ
씨유테크,376290,KOSDAQ
마이크로투나노,424980,KOSDAQ
다원넥스뷰,323350,KOSDAQ
형지I&C,011080,KOSDAQ
픽셀플러스,087600,KOSDAQ
램테크놀러지,171010,KOSDAQ
나노실리칸첨단소재,286750,KOSDAQ
트윔,290090,KOSDAQ
일지테크,019540,KOSDAQ
신화인터텍,056700,KOSDAQ
모니터랩,434480,KOSDAQ
애머릿지,900100,KOSDAQ
셀바이오휴먼텍,318160,KOSDAQ
아이지넷,462980,KOSDAQ
율호,072770,KOSDAQ
에스코넥,096630,KOSDAQ
코위버,056360,KOSDAQ
캐리,313760,KOSDAQ
나라엠앤디,051490,KOSDAQ
진매트릭스,109820,KOSDAQ
프리엠스,053160,KOSDAQ
SGC E&C,016250,KOSDAQ
엘엠에스,073110,KOSDAQ
디티앤씨알오,383930,KOSDAQ
우원개발,046940,KOSDAQ
마니커에프앤지,195500,KOSDAQ
피플바이오,304840,KOSDAQ
러셀,217500,KOSDAQ
토탈소프트,045340,KOSDAQ
에스디생명공학,217480,KOSDAQ
제일테크노스,038010,KOSDAQ
모비데이즈,363260,KOSDAQ
원티드랩,376980,KOSDAQ
효성오앤비,097870,KOSDAQ
유일에너테크,340930,KOSDAQ
이엠넷,123570,KOSDAQ
미투온,201490,KOSDAQ
비투엔,307870,KOSDAQ
인포뱅크,039290,KOSDAQ
쎄니트,037760,KOSDAQ
SG&G,040610,KOSDAQ
동우팜투테이블,088910,KOSDAQ
지더블유바이텍,036180,KOSDAQ
이상네트웍스,080010,KOSDAQ
원익큐브,014190,KOSDAQ
캠시스,050110,KOSDAQ
CSA 코스믹,083660,KOSDAQ
코스텍시스,355150,KOSDAQ
고려제약,014570,KOSDAQ
미디어젠,279600,KOSDAQ
삼화네트웍스,046390,KOSDAQ
알파녹스,043100,KOSDAQ
액트로,290740,KOSDAQ
머큐리,100590,KOSDAQ
동아엘텍,088130,KOSDAQ
시큐레터,418250,KOSDAQ
와이엠,007530,KOSDAQ
오하임앤컴퍼니,309930,KOSDAQ
파라텍,033540,KOSDAQ
파인디앤씨,049120,KOSDAQ
그리티,204020,KOSDAQ
형지글로벌,308100,KOSDAQ
엠젠솔루션,032790,KOSDAQ
엔피디,198080,KOSDAQ
이오플로우,294090,KOSDAQ
EG,037370,KOSDAQ
KX하이텍,052900,KOSDAQ
현우산업,092300,KOSDAQ
자이글,234920,KOSDAQ
알에프세미,096610,KOSDAQ
일월지엠엘,178780,KOSDAQ
넥사다이내믹스,351320,KOSDAQ
푸드웰,005670,KOSDAQ
케이쓰리아이,431190,KOSDAQ
에쎈테크,043340,KOSDAQ
엔비티,236810,KOSDAQ
인지소프트,100030,KOSDAQ
경남제약,053950,KOSDAQ
한네트,052600,KOSDAQ
와이즈버즈,273060,KOSDAQ
캐리소프트,317530,KOSDAQ
메가엠디,133750,KOSDAQ
대성파인텍,104040,KOSDAQ
벡트,457600,KOSDAQ
이노뎁,303530,KOSDAQ
승일,049830,KOSDAQ
한독크린텍,256150,KOSDAQ
옵티시스,109080,KOSDAQ
파워넷,037030,KOSDAQ
테크엘,064520,KOSDAQ
파이오링크,170790,KOSDAQ
제이엔비,452160,KOSDAQ
모아라이프플러스,142760,KOSDAQ
동방선기,099410,KOSDAQ
컬러레이,900310,KOSDAQ
자비스,254120,KOSDAQ
알피바이오,314140,KOSDAQ
아이씨에이치,368600,KOSDAQ
코셈,360350,KOSDAQ
앤디포스,238090,KOSDAQ
센서뷰,321370,KOSDAQ
원풍,008370,KOSDAQ
앱코,129890,KOSDAQ
셀루메드,049180,KOSDAQ
글로본,019660,KOSDAQ
화신정공,126640,KOSDAQ
뉴트리,270870,KOSDAQ
오토앤,353590,KOSDAQ
우양,103840,KOSDAQ
일신바이오,068330,KOSDAQ
에이루트,096690,KOSDAQ
팸텍,271830,KOSDAQ
씨피시스템,413630,KOSDAQ
카티스,140430,KOSDAQ
텔콘RF제약,200230,KOSDAQ
삼성스팩8호,448740,KOSDAQ
핸디소프트,220180,KOSDAQ
아이톡시,052770,KOSDAQ
비비씨,318410,KOSDAQ
케이피엠테크,042040,KOSDAQ
푸드나무,290720,KOSDAQ
코스나인,082660,KOSDAQ
인산가,277410,KOSDAQ
유에스티,263770,KOSDAQ
피코그램,376180,KOSDAQ
큐캐피탈,016600,KOSDAQ
위즈코프,038620,KOSDAQ
엔텔스,069410,KOSDAQ
우리산업홀딩스,072470,KOSDAQ
포인트모바일,318020,KOSDAQ
알파칩스,117670,KOSDAQ
TKG애강,022220,KOSDAQ
네이블,153460,KOSDAQ
휴엠앤씨,263920,KOSDAQ
휴맥스,115160,KOSDAQ
팬스타엔터프라이즈,054300,KOSDAQ
케일럼,258610,KOSDAQ
브레인즈컴퍼니,099390,KOSDAQ
스페코,013810,KOSDAQ
아세아텍,050860,KOSDAQ
바이오톡스텍,086040,KOSDAQ
아이즈비전,031310,KOSDAQ
플랜티넷,075130,KOSDAQ
하나금융25호스팩,435620,KOSDAQ
코맥스,036690,KOSDAQ
케이씨피드,025880,KOSDAQ
RF머트리얼즈,327260,KOSDAQ
얼라인드,238120,KOSDAQ
PN풍년,024940,KOSDAQ
케이디켐,221980,KOSDAQ
뷰티스킨,406820,KOSDAQ
국영지앤엠,006050,KOSDAQ
멕아이씨에스,058110,KOSDAQ
남화토건,091590,KOSDAQ
대신정보통신,020180,KOSDAQ
오브젠,417860,KOSDAQ
더라미,032860,KOSDAQ
제이티,089790,KOSDAQ
백금T&A,046310,KOSDAQ
에코캡,128540,KOSDAQ
대창스틸,140520,KOSDAQ
서암기계공업,100660,KOSDAQ
비씨월드제약,200780,KOSDAQ
동국알앤에스,075970,KOSDAQ
유틸렉스,263050,KOSDAQ
비큐AI,148780,KOSDAQ
씨큐브,101240,KOSDAQ
영림원소프트랩,060850,KOSDAQ
기가레인,049080,KOSDAQ
동일기연,032960,KOSDAQ
모비릭스,348030,KOSDAQ
오션인더블유,052300,KOSDAQ
제놀루션,225220,KOSDAQ
그린생명과학,114450,KOSDAQ
삼기,122350,KOSDAQ
아이퀘스트,262840,KOSDAQ
네오티스,085910,KOSDAQ
아이언디바이스,464500,KOSDAQ
모아텍,033200,KOSDAQ
서연탑메탈,019770,KOSDAQ
서진오토모티브,122690,KOSDAQ
루멘스,038060,KOSDAQ
핑거스토리,417180,KOSDAQ
NE능률,053290,KOSDAQ
NHN벅스,104200,KOSDAQ
대동스틸,048470,KOSDAQ
리더스코스메틱,016100,KOSDAQ
시선AI,340810,KOSDAQ
싸이버원,356890,KOSDAQ
원바이오젠,307280,KOSDAQ
상신전자,263810,KOSDAQ
삼일기업공사,002290,KOSDAQ
이에이트,418620,KOSDAQ
뱅크웨어글로벌,199480,KOSDAQ
카스,016920,KOSDAQ
이루온,065440,KOSDAQ
엠아이큐브솔루션,373170,KOSDAQ
YW,051390,KOSDAQ
오공,045060,KOSDAQ
신라섬유,001000,KOSDAQ
디케이앤디,263020,KOSDAQ
아시아경제,127710,KOSDAQ
케이씨티,089150,KOSDAQ
유니온바이오메트릭스,203450,KOSDAQ
체리부로,066360,KOSDAQ
디젠스,113810,KOSDAQ
모아데이타,288980,KOSDAQ
프로티아,303360,KOSDAQ
엠브레인,169330,KOSDAQ
파인메딕스,387570,KOSDAQ
이원컴포텍,088290,KOSDAQ
본느,226340,KOSDAQ
캡스톤파트너스,452300,KOSDAQ
씨이랩,189330,KOSDAQ
헝셩그룹,900270,KOSDAQ
폴라리스우노,114630,KOSDAQ
코리아에셋투자증권,190650,KOSDAQ
신진에스엠,138070,KOSDAQ
캐스텍코리아,071850,KOSDAQ
씨싸이트,109670,KOSDAQ
쏘닉스,088280,KOSDAQ
에스켐,475660,KOSDAQ
DH오토리드,290120,KOSDAQ
케이웨더,068100,KOSDAQ
삼진,032750,KOSDAQ
서울제약,018680,KOSDAQ
파버나인,177830,KOSDAQ
브릿지바이오테라퓨틱스,288330,KOSDAQ
KBG,318000,KOSDAQ
아이티아이즈,372800,KOSDAQ
아이윈플러스,123010,KOSDAQ
피델릭스,032580,KOSDAQ
포커스에이아이,331380,KOSDAQ
에스제이그룹,306040,KOSDAQ
케이엠,083550,KOSDAQ
코퍼스코리아,322780,KOSDAQ
압타머사이언스,291650,KOSDAQ
KB오토시스,024120,KOSDAQ
네오펙트,290660,KOSDAQ
에이치와이티씨,148930,KOSDAQ
엔투텍,227950,KOSDAQ
누리플렉스,040160,KOSDAQ
빛과전자,069540,KOSDAQ
손오공,066910,KOSDAQ
플라즈맵,405000,KOSDAQ
이지트로닉스,377330,KOSDAQ
카이노스메드,284620,KOSDAQ
서전기전,189860,KOSDAQ
제이엠티,094970,KOSDAQ
힘스,238490,KOSDAQ
파루,043200,KOSDAQ
쎄노텍,222420,KOSDAQ
티엔엔터테인먼트,131100,KOSDAQ
GH신소재,130500,KOSDAQ
지니틱스,303030,KOSDAQ
윙스풋,335870,KOSDAQ
포메탈,119500,KOSDAQ
프럼파스트,035200,KOSDAQ
에스에너지,095910,KOSDAQ
진영,285800,KOSDAQ
뉴온,123840,KOSDAQ
오디텍,080520,KOSDAQ
엔젠바이오,354200,KOSDAQ
빛샘전자,072950,KOSDAQ
신한제11호스팩,452980,KOSDAQ
엑셀세라퓨틱스,373110,KOSDAQ
와토스코리아,079000,KOSDAQ
협진,138360,KOSDAQ
한국큐빅,021650,KOSDAQ
한국맥널티,222980,KOSDAQ
세림B&G,340440,KOSDAQ
유투바이오,221800,KOSDAQ
에스지헬스케어,398120,KOSDAQ
삼성스팩7호,439250,KOSDAQ
핌스,347770,KOSDAQ
썸에이지,208640,KOSDAQ
대한과학,131220,KOSDAQ
누보,332290,KOSDAQ
비스토스,419540,KOSDAQ
소프트센,032680,KOSDAQ
솔트웨어,328380,KOSDAQ
엠에프씨,432980,KOSDAQ
씨유메디칼,115480,KOSDAQ
키네마스터,139670,KOSDAQ
나래나노텍,137080,KOSDAQ
이노시뮬레이션,274400,KOSDAQ
동양파일,228340,KOSDAQ
한창산업,079170,KOSDAQ
플래티어,367000,KOSDAQ
오텍,067170,KOSDAQ
이노룰스,296640,KOSDAQ
아이컴포넌트,059100,KOSDAQ
에코글로우,159910,KOSDAQ
피씨디렉트,051380,KOSDAQ
디에이테크놀로지,196490,KOSDAQ
모코엠시스,333050,KOSDAQ
이화공영,001840,KOSDAQ
진바이오텍,086060,KOSDAQ
드림인사이트,362990,KOSDAQ
신화콘텍,187270,KOSDAQ
파인텍,131760,KOSDAQ
소니드,060230,KOSDAQ
코이즈,121850,KOSDAQ
아우딘퓨쳐스,227610,KOSDAQ
한울앤제주,276730,KOSDAQ
파인디지털,038950,KOSDAQ
에스에이티,060540,KOSDAQ
이씨에스,067010,KOSDAQ
대호특수강,021040,KOSDAQ
무림SP,001810,KOSDAQ
우리이앤엘,153490,KOSDAQ
배럴,267790,KOSDAQ
스튜디오삼익,415380,KOSDAQ
피엔티엠에스,257370,KOSDAQ
에스엘에스바이오,246250,KOSDAQ
아이크래프트,052460,KOSDAQ
에이텀,355690,KOSDAQ
삼보산업,009620,KOSDAQ
아이앤씨,052860,KOSDAQ
한일화학,007770,KOSDAQ
휴네시온,290270,KOSDAQ
율촌,146060,KOSDAQ
디티앤씨,187220,KOSDAQ
모헨즈,006920,KOSDAQ
알로이스,297570,KOSDAQ
ES큐브,050120,KOSDAQ
로지시스,067730,KOSDAQ
한빛소프트,047080,KOSDAQ
링크드,193250,KOSDAQ
세화피앤씨,252500,KOSDAQ
아이윈,090150,KOSDAQ
넥스턴바이오,089140,KOSDAQ
포톤,208710,KOSDAQ
윈하이텍,192390,KOSDAQ
DGP,060900,KOSDAQ
신원종합개발,017000,KOSDAQ
나노,187790,KOSDAQ
디와이씨,310870,KOSDAQ
DH오토웨어,025440,KOSDAQ
한솔인티큐브,070590,KOSDAQ
성창오토텍,080470,KOSDAQ
대성미생물,036480,KOSDAQ
원일특강,012620,KOSDAQ
씨엔플러스,115530,KOSDAQ
한주라이트메탈,198940,KOSDAQ
밸로프,331520,KOSDAQ
조아제약,034940,KOSDAQ
케이바이오,038530,KOSDAQ
하이즈항공,221840,KOSDAQ
시큐브,131090,KOSDAQ
휴림에이텍,078590,KOSDAQ
알티캐스트,085810,KOSDAQ
나라셀라,405920,KOSDAQ
오가닉티코스메틱,900300,KOSDAQ
제이에스티나,026040,KOSDAQ
바른손,018700,KOSDAQ
기산텔레콤,035460,KOSDAQ
부스타,008470,KOSDAQ
디지캡,197140,KOSDAQ
더바이오메드,214610,KOSDAQ
웰크론한텍,076080,KOSDAQ
성우테크론,045300,KOSDAQ
S&K폴리텍,091340,KOSDAQ
TPC,048770,KOSDAQ
바른손이앤에이,035620,KOSDAQ
코아시아씨엠,196450,KOSDAQ
이스트아시아홀딩스,900110,KOSDAQ
아이비젼웍스,469750,KOSDAQ
듀오백,073190,KOSDAQ
신도기연,290520,KOSDAQ
육일씨엔에쓰,191410,KOSDAQ
SGA솔루션즈,184230,KOSDAQ
크린앤사이언스,045520,KOSDAQ
프리시젼바이오,335810,KOSDAQ
셀피글로벌,068940,KOSDAQ
아이스크림에듀,289010,KOSDAQ
엔에이치스팩29호,451700,KOSDAQ
팜스빌,318010,KOSDAQ
우진비앤지,018620,KOSDAQ
유진테크놀로지,240600,KOSDAQ
오스템,031510,KOSDAQ
소프트캠프,258790,KOSDAQ
플레이위드,023770,KOSDAQ
인바이오,352940,KOSDAQ
제넨바이오,072520,KOSDAQ
뉴인텍,012340,KOSDAQ
에스티오,098660,KOSDAQ
휴럼,353190,KOSDAQ
서산,079650,KOSDAQ
바이오인프라,199730,KOSDAQ
딜리,131180,KOSDAQ
비피도,238200,KOSDAQ
아시아종묘,154030,KOSDAQ
아즈텍WB,032080,KOSDAQ
우리엔터프라이즈,037400,KOSDAQ
오에스피,368970,KOSDAQ
정원엔시스,045510,KOSDAQ
제이엠아이,033050,KOSDAQ
이미지스,115610,KOSDAQ
에스폴리텍,050760,KOSDAQ
휴맥스홀딩스,028080,KOSDAQ
피앤씨테크,237750,KOSDAQ
이노진,344860,KOSDAQ
CS,065770,KOSDAQ
티에스넥스젠,043220,KOSDAQ
피엠티,147760,KOSDAQ
세중,039310,KOSDAQ
유디엠텍,389680,KOSDAQ
TS트릴리온,317240,KOSDAQ
선샤인푸드,217620,KOSDAQ
영우디에스피,143540,KOSDAQ
엑스큐어,070300,KOSDAQ
판타지오,032800,KOSDAQ
나노캠텍,091970,KOSDAQ
메디앙스,014100,KOSDAQ
우정바이오,215380,KOSDAQ
동양에스텍,060380,KOSDAQ
풍강,093380,KOSDAQ
레이저쎌,412350,KOSDAQ
KB제27호스팩,464680,KOSDAQ
위니아에이드,377460,KOSDAQ
젠큐릭스,229000,KOSDAQ
신시웨이,290560,KOSDAQ
셀레믹스,331920,KOSDAQ
이엠앤아이,083470,KOSDAQ
에이에프더블류,312610,KOSDAQ
엔시트론,101400,KOSDAQ
한탑,002680,KOSDAQ
리튬포어스,073570,KOSDAQ
삼일,032280,KOSDAQ
브이씨,365900,KOSDAQ
에스씨엠생명과학,298060,KOSDAQ
에스디시스템,121890,KOSDAQ
시지트로닉스,429270,KOSDAQ
나노씨엠에스,247660,KOSDAQ
핀텔,291810,KOSDAQ
신라에스지,025870,KOSDAQ
BF랩스,139050,KOSDAQ
아이티센피엔에스,232830,KOSDAQ
삼영에스앤씨,361670,KOSDAQ
유비온,084440,KOSDAQ
엑사이엔씨,054940,KOSDAQ
패션플랫폼,225590,KOSDAQ
비엘팜텍,065170,KOSDAQ
에스앤더블류,103230,KOSDAQ
스튜디오산타클로스,204630,KOSDAQ
하이퍼코퍼레이션,065650,KOSDAQ
지란지교시큐리티,208350,KOSDAQ
에이치케이,044780,KOSDAQ
한국정보공학,039740,KOSDAQ
대산F&B,065150,KOSDAQ
스타플렉스,115570,KOSDAQ
세종메디칼,258830,KOSDAQ
디모아,016670,KOSDAQ
인콘,083640,KOSDAQ
라닉스,317120,KOSDAQ
토박스코리아,215480,KOSDAQ
글로벌에스엠,900070,KOSDAQ
비츠로시스,054220,KOSDAQ
위니아,071460,KOSDAQ
삼성스팩9호,468510,KOSDAQ
THE E&M,089230,KOSDAQ
애드바이오텍,179530,KOSDAQ
인터엠,017250,KOSDAQ
로스웰,900260,KOSDAQ
한국유니온제약,080720,KOSDAQ
SGA,049470,KOSDAQ
비유테크놀러지,230980,KOSDAQ
네오리진,094860,KOSDAQ
세동,053060,KOSDAQ
뉴보텍,060260,KOSDAQ
케이피티유,054410,KOSDAQ
다산솔루에타,154040,KOSDAQ
티피씨글로벌,130740,KOSDAQ
세진티에스,067770,KOSDAQ
유안타제13호스팩,449020,KOSDAQ
엔피케이,048830,KOSDAQ
전진바이오팜,110020,KOSDAQ
이퓨쳐,134060,KOSDAQ
대동금속,020400,KOSDAQ
원풍물산,008290,KOSDAQ
한국정밀기계,101680,KOSDAQ
에프알텍,073540,KOSDAQ
베셀,177350,KOSDAQ
웹스,196700,KOSDAQ
디에이치엑스컴퍼니,031860,KOSDAQ
알톤,123750,KOSDAQ
동일스틸럭스,023790,KOSDAQ
이엘피,063760,KOSDAQ
골드앤에스,035290,KOSDAQ
케스피온,079190,KOSDAQ
삼진엘앤디,054090,KOSDAQ
KD,044180,KOSDAQ
누리플랜,069140,KOSDAQ
에스아이리소스,065420,KOSDAQ
디지아이,043360,KOSDAQ
엔에이치스팩26호,439410,KOSDAQ
에스에스알,275630,KOSDAQ
국일신동,060480,KOSDAQ
벨로크,424760,KOSDAQ
빌리언스,044480,KOSDAQ
엔에이치스팩30호,466910,KOSDAQ
큐로홀딩스,051780,KOSDAQ
이노인스트루먼트,215790,KOSDAQ
세니젠,188260,KOSDAQ
광진실업,026910,KOSDAQ
엘디티,096870,KOSDAQ
피씨엘,241820,KOSDAQ
유아이디,069330,KOSDAQ
파인테크닉스,106240,KOSDAQ
해성옵틱스,076610,KOSDAQ
웰킵스하이텍,043590,KOSDAQ
더코디,224060,KOSDAQ
씨엑스아이,900120,KOSDAQ
플루토스,019570,KOSDAQ
한주에이알티,058450,KOSDAQ
예선테크,250930,KOSDAQ
대신밸런스제18호스팩,478780,KOSDAQ
미래에셋비전스팩4호,477380,KOSDAQ
엔에이치스팩27호,440820,KOSDAQ
케이엠제약,225430,KOSDAQ
미래에셋비전스팩7호,482680,KOSDAQ
앤씨앤,092600,KOSDAQ
노블엠앤비,106520,KOSDAQ
오늘이엔엠,192410,KOSDAQ
메디콕스,054180,KOSDAQ
대신밸런스제16호스팩,457630,KOSDAQ
신영스팩8호,430220,KOSDAQ
비케이홀딩스,050090,KOSDAQ
에이치엠씨제7호스팩,477340,KOSDAQ
하나30호스팩,469880,KOSDAQ
파커스,065690,KOSDAQ
지엔코,065060,KOSDAQ
퀀텀온,227100,KOSDAQ
하나28호스팩,454750,KOSDAQ
대신밸런스제14호스팩,442310,KOSDAQ
한국제15호스팩,479880,KOSDAQ
인베니아,079950,KOSDAQ
유안타제15호스팩,473050,KOSDAQ
미래에셋비전스팩6호,478440,KOSDAQ
서울전자통신,027040,KOSDAQ
키움제11호스팩,489480,KOSDAQ
셀레스트라,352770,KOSDAQ
바이온,032980,KOSDAQ
드래곤플라이,030350,KOSDAQ
디비금융제13호스팩,489730,KOSDAQ
대신밸런스제17호스팩,471050,KOSDAQ
KB제29호스팩,478390,KOSDAQ
엔에이치스팩31호,481890,KOSDAQ
하나26호스팩,446750,KOSDAQ
미래에셋비전스팩2호,446190,KOSDAQ
교보16호스팩,482520,KOSDAQ
에이디칩스,054630,KOSDAQ
KB제31호스팩,492220,KOSDAQ
키움제8호스팩,446840,KOSDAQ
DB금융스팩12호,477760,KOSDAQ
삼영이엔씨,065570,KOSDAQ
KB제28호스팩,476470,KOSDAQ
하나27호스팩,448370,KOSDAQ
신영스팩9호,445970,KOSDAQ
대신밸런스제19호스팩,482690,KOSDAQ
신한제12호스팩,474660,KOSDAQ
미래에셋비전스팩5호,477470,KOSDAQ
신한제14호스팩,487360,KOSDAQ
장원테크,174880,KOSDAQ
하나31호스팩,469900,KOSDAQ
하나29호스팩,454640,KOSDAQ
KB제30호스팩,486630,KOSDAQ
유안타제16호스팩,474490,KOSDAQ
교보17호스팩,489210,KOSDAQ
엔에이치스팩24호,437780,KOSDAQ
유안타제11호스팩,444920,KOSDAQ
유안타제17호스팩,493790,KOSDAQ
미래에셋비전스팩3호,448830,KOSDAQ
상상인제4호스팩,452670,KOSDAQ
유안타제12호스팩,446150,KOSDAQ
하이제8호스팩,450050,KOSDAQ
에스케이증권제9호스팩,455910,KOSDAQ
한화플러스제4호스팩,455310,KOSDAQ
이베스트스팩6호,478110,KOSDAQ
신영스팩10호,472220,KOSDAQ
한화플러스제5호스팩,498390,KOSDAQ
해성산업1우,03481K,KOSDAQ
유진스팩11호,488060,KOSDAQ
IBKS제22호스팩,448760,KOSDAQ
한국제13호스팩,464440,KOSDAQ
하나34호스팩,484130,KOSDAQ
KB제25호스팩,455250,KOSDAQ
유안타제14호스팩,450940,KOSDAQ
IBKS제23호스팩,467930,KOSDAQ
교보14호스팩,456490,KOSDAQ
IBKS제20호스팩,439730,KOSDAQ
비엔케이제1호스팩,445360,KOSDAQ
한국제12호스팩,458610,KOSDAQ
에스케이증권제13호스팩,473950,KOSDAQ
IBKS제24호스팩,469480,KOSDAQ
IBKS제21호스팩,442770,KOSDAQ
키움제10호스팩,487720,KOSDAQ
신한제15호스팩,487830,KOSDAQ
올리패스,244460,KOSDAQ
유진스팩10호,468760,KOSDAQ
에이치엠씨제6호스팩,462020,KOSDAQ
교보13호스팩,440790,KOSDAQ
에스케이증권제11호스팩,472230,KOSDAQ
비엔케이제2호스팩,473370,KOSDAQ
교보15호스팩,465320,KOSDAQ
하나33호스팩,475250,KOSDAQ
신한제13호스팩,474930,KOSDAQ
유진스팩9호,442130,KOSDAQ
엠에프엠코리아,323230,KOSDAQ
하나32호스팩,475240,KOSDAQ
에스케이증권제12호스팩,473000,KOSDAQ
에스케이증권제10호스팩,457940,KOSDAQ
투비소프트,079970,KOSDAQ
엔에이치스팩25호,438580,KOSDAQ
스타코링크,060240,KOSDAQ
아이엠,101390,KOSDAQ
더테크놀로지,043090,KOSDAQ
CNH,023460,KOSDAQ
대호특수강우,021045,KOSDAQ
소프트센우,032685,KOSDAQ
